Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-01-05,-0.018897364771151,-0.019405307286715,0.0045662100456621,8.9521507542233e-05,-0.53322339964606,,0.0,-0.018897364771151,-0.019405307286715,0.0045662100456621,8.9521507542233e-05,-0.53322339964606
2016-01-06,-0.028096836896978,-0.03014676715589,-0.018272727272727,-0.019648211967954,0.18588707248007,,0.0,-0.028096836896978,-0.03014676715589,-0.018272727272727,-0.019648211967954,0.18588707248007
2016-01-07,-0.026409090909091,-0.0073165189729608,-0.010695434762478,-0.015476625273922,-0.059504996919924,,0.0,-0.026409090909091,-0.0073165189729608,-0.010695434762478,-0.015476625273922,-0.059504996919924
2016-01-08,0.017134319996265,0.0091558322651529,-0.01357233116488,-0.021562717366102,0.020765837865699,,0.0,0.017134319996265,0.0091558322651529,-0.01357233116488,-0.021562717366102,0.020765837865699
2016-01-11,-0.017671899384926,-0.027172926873526,-0.036864828960478,-0.014928909952607,0.1277168115835,,0.0,-0.017671899384926,-0.027172926873526,-0.036864828960478,-0.014928909952607,0.1277168115835
2016-01-12,-0.011261156020747,-0.0033131266029377,0.011379310344828,0.010199663218667,-0.2442928155541,,0.0,-0.011261156020747,-0.0033131266029377,0.011379310344828,0.010199663218667,-0.2442928155541
2016-01-13,0.001937618147448,-0.0050973264183737,-0.025863328625006,-0.046006572367481,0.33458174976883,,0.0,0.001937618147448,-0.0050973264183737,-0.025863328625006,-0.046006572367481,0.33458174976883
2016-01-14,-0.04622423470591,-0.012461791676464,-0.0331,0.029304577904248,0.57297301096157,,0.0,-0.04622423470591,-0.012461791676464,-0.0331,0.029304577904248,0.57297301096157
2016-01-15,-0.016022946441818,-0.02347619047619,0.020012410797394,-0.0057716558347075,-0.14052340094914,,0.0,-0.016022946441818,-0.02347619047619,0.020012410797394,-0.0057716558347075,-0.14052340094914
2016-01-19,0.048952103332161,0.026332471838884,0.017896070975919,-0.0013171374213377,-0.27604649161803,,0.0,0.048952103332161,0.026332471838884,0.017896070975919,-0.0013171374213377,-0.27604649161803
2016-01-20,-0.04460734991136,-0.043664180168195,-0.04746488694093,-0.029406017975772,0.44567378021906,,0.0,-0.04460734991136,-0.043664180168195,-0.04746488694093,-0.029406017975772,0.44567378021906
2016-01-21,0.010782347041123,0.0096879968203497,0.019712418300654,0.0063915450427781,-0.45772023057551,,0.0,0.010782347041123,0.0096879968203497,0.019712418300654,0.0063915450427781,-0.45772023057551
2016-01-22,0.016127511783676,0.011169610785809,0.020561993641678,0.012901935290294,-0.013298131900514,,0.0,0.016127511783676,0.011169610785809,0.020561993641678,0.012901935290294,-0.013298131900514
2016-01-25,-0.023146916145224,-0.0093917274939173,-0.015826759784957,-0.030461614416194,-0.13614228942832,,0.0,-0.023146916145224,-0.0093917274939173,-0.015826759784957,-0.030461614416194,-0.13614228942832
2016-01-26,-0.016794961511547,-0.028245812251314,-0.035736164998979,-0.014359914451573,0.83944427378861,,0.0,-0.016794961511547,-0.028245812251314,-0.035736164998979,-0.014359914451573,0.83944427378861
2016-01-27,-0.021962379257753,-0.023051258720049,-0.016465480728505,-0.028363298202108,-0.27133564858647,,0.0,-0.021962379257753,-0.023051258720049,-0.016465480728505,-0.028363298202108,-0.27133564858647
2016-01-28,-0.0082648924004574,-0.010245265445514,-0.018086881627819,0.008666985696815,0.26969129063444,,0.0,-0.0082648924004574,-0.010245265445514,-0.018086881627819,0.008666985696815,0.26969129063444
2016-01-29,-0.0044027464751822,0.012860727728984,0.031083822158873,0.0079072219293622,-0.3789588991703,,0.0,-0.0044027464751822,0.012860727728984,0.031083822158873,0.0079072219293622,-0.3789588991703
2016-02-01,-0.0062648065280337,0.029833797873439,-0.02833900467886,0.030020920502092,0.85732897332634,,0.0,-0.0062648065280337,0.029833797873439,-0.02833900467886,0.030020920502092,0.85732897332634
2016-02-02,0.019389701207883,-0.032076984763432,-0.013789329685363,-0.071900071087641,0.089850969460169,,0.0,0.019389701207883,-0.032076984763432,-0.013789329685363,-0.071900071087641,0.089850969460169
2016-02-03,-0.045889200706787,-0.047535211267606,-0.055762081784386,-0.050880840354525,0.3737202390798,,0.0,-0.045889200706787,-0.047535211267606,-0.055762081784386,-0.050880840354525,0.3737202390798
2016-02-04,-0.070210795794978,-0.043274980972056,-0.018744858385239,0.010664053493198,-0.44708538079588,,0.0,-0.070210795794978,-0.043274980972056,-0.018744858385239,0.010664053493198,-0.44708538079588
2016-02-05,0.0035149384885766,-0.016933742470735,-0.055367387268699,-0.072605943078766,1.1520646167275,,0.0,0.0035149384885766,-0.016933742470735,-0.055367387268699,-0.072605943078766,1.1520646167275
2016-02-08,-0.08286631640397,-0.091618497109827,-0.074450914835538,-0.089852398523985,-0.013202839580567,,0.0,-0.08286631640397,-0.091618497109827,-0.074450914835538,-0.089852398523985,-0.013202839580567
2016-02-09,-0.094109035358518,0.016799236398345,-0.033904109589041,0.0017568754645584,-0.071012654585188,,0.0,-0.094109035358518,0.016799236398345,-0.033904109589041,0.0017568754645584,-0.071012654585188
2016-02-10,0.057476110174255,-0.030164591025721,0.0048918823112371,-0.030893760539629,0.20283592212721,,0.0,0.057476110174255,-0.030164591025721,0.0048918823112371,-0.030893760539629,0.20283592212721
2016-02-11,0.0099667774086379,0.053494224688649,0.037110201777903,0.0473306883831,0.36956192722769,,0.0,0.0099667774086379,0.053494224688649,0.037110201777903,0.0473306883831,0.36956192722769
2016-02-12,0.019736842105263,-0.038282494181061,-0.022448979591837,0.003788130524357,-0.49230997748865,,0.0,0.019736842105263,-0.038282494181061,-0.022448979591837,0.003788130524357,-0.49230997748865
2016-02-16,0.023870967741935,0.037831985223871,0.072442588726514,0.02734375,-0.22692623590287,,0.0,0.023870967741935,0.037831985223871,0.072442588726514,0.02734375,-0.22692623590287
2016-02-17,0.001890359168242,0.039214482970236,0.016676399974044,0.087065798801315,0.04136101543961,,0.0,0.001890359168242,0.039214482970236,0.016676399974044,0.087065798801315,0.04136101543961
2016-02-18,0.08440251572327,0.02131805834416,0.051633903497575,-0.011323215556082,-0.33262353868796,,0.0,0.08440251572327,0.02131805834416,0.051633903497575,-0.011323215556082,-0.33262353868796
2016-02-19,-0.050806170977845,-0.031569817866435,-0.013776779753596,-0.0011392936379445,-0.23875661273586,,0.0,-0.050806170977845,-0.031569817866435,-0.013776779753596,-0.0011392936379445,-0.23875661273586
2016-02-22,0.039472076255652,0.068183175114932,0.045230769230769,0.066994837315404,0.70982905260882,,0.0,0.039472076255652,0.068183175114932,0.045230769230769,0.066994837315404,0.70982905260882
2016-02-23,0.03550434987068,0.015762115029903,0.022549308213129,-0.0029818836502757,0.18267068849701,,0.0,0.03550434987068,0.015762115029903,0.022549308213129,-0.0029818836502757,0.18267068849701
